var,uw,uw,uw,uw,uw,uw,uw,uw,uw,uw,uw,uw,uw,uw,uw,uw,uw,uw,uv,uv,uv,uv,uv,uv,uv,uv,uv,uv,uv,uv,uv,uv,uv,uv,uv,uv,uu,uu,uu,uu,uu,uu,uu,uu,uu,uu,uu,uu,uu,uu,uu,uu,uu,uu,vw,vw,vw,vw,vw,vw,vw,vw,vw,vw,vw,vw,vw,vw,vw,vw,vw,vw,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,ww,ww,ww,ww,ww,ww,ww,ww,ww,ww,ww,ww,ww,ww,ww,ww,ww,ww,utheta,utheta,utheta,utheta,utheta,utheta,utheta,utheta,utheta,utheta,utheta,utheta,utheta,utheta,utheta,utheta,utheta,utheta,vtheta,vtheta,vtheta,vtheta,vtheta,vtheta,vtheta,vtheta,vtheta,vtheta,vtheta,vtheta,vtheta,vtheta,vtheta,vtheta,vtheta,vtheta,wtheta,wtheta,wtheta,wtheta,wtheta,wtheta,wtheta,wtheta,wtheta,wtheta,wtheta,wtheta,wtheta,wtheta,wtheta,wtheta,wtheta,wtheta
height,32.0,32.0,32.0,20.0,20.0,20.0,10.0,10.0,10.0,5.0,5.0,5.0,2.0,2.0,2.0,0.5,0.5,0.5,32.0,32.0,32.0,20.0,20.0,20.0,10.0,10.0,10.0,5.0,5.0,5.0,2.0,2.0,2.0,0.5,0.5,0.5,32.0,32.0,32.0,20.0,20.0,20.0,10.0,10.0,10.0,5.0,5.0,5.0,2.0,2.0,2.0,0.5,0.5,0.5,32.0,32.0,32.0,20.0,20.0,20.0,10.0,10.0,10.0,5.0,5.0,5.0,2.0,2.0,2.0,0.5,0.5,0.5,32.0,32.0,32.0,20.0,20.0,20.0,10.0,10.0,10.0,5.0,5.0,5.0,2.0,2.0,2.0,0.5,0.5,0.5,32.0,32.0,32.0,20.0,20.0,20.0,10.0,10.0,10.0,5.0,5.0,5.0,2.0,2.0,2.0,0.5,0.5,0.5,32.0,32.0,32.0,20.0,20.0,20.0,10.0,10.0,10.0,5.0,5.0,5.0,2.0,2.0,2.0,0.5,0.5,0.5,32.0,32.0,32.0,20.0,20.0,20.0,10.0,10.0,10.0,5.0,5.0,5.0,2.0,2.0,2.0,0.5,0.5,0.5,32.0,32.0,32.0,20.0,20.0,20.0,10.0,10.0,10.0,5.0,5.0,5.0,2.0,2.0,2.0,0.5,0.5,0.5
values,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum,t,d,d_accum
